gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_group,is_new_customer,monthly_to_total_ratio,avg_monthly_charge,charge_consistency,high_monthly_charge,service_count,has_premium_support,has_streaming,contract_value,auto_payment,has_family,is_senior_alone
Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.5,20.5,1,0-12,1,0.9534883720930233,10.25,2.0,0,1,0,0,0,0,1,0
Male,1,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,104.8,7308.95,0,49-72,0,0.01433662336951689,102.94295774647887,1.0180395268814262,1,7,0,1,1,0,1,0
Female,0,Yes,No,59,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,100.05,6034.85,0,49-72,0,0.016575958647083673,100.58083333333335,0.9947223211844535,1,6,1,1,2,0,1,0
Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.35,219.35,0,0-12,0,0.08781484002722942,16.873076923076923,1.1467973558240256,0,1,0,0,1,1,0,0
Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.4,50.6,0,0-12,1,0.37596899224806196,16.866666666666667,1.1501976284584978,0,1,0,0,0,0,0,0
Female,0,No,No,9,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,58.5,539.85,1,0-12,0,0.10816307663862439,53.985,1.0836343428730202,0,6,1,1,0,0,0,0
Male,0,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.7,1687.95,1,13-24,0,0.05607033956008171,88.83947368421053,1.0659675938268314,1,5,0,1,0,0,1,0
Female,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),25.25,25.25,0,0-12,1,0.9619047619047619,12.625,2.0,0,1,0,0,0,1,0,0
Male,0,No,Yes,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.55,819.95,0,25-48,0,0.023813874170168708,18.221111111111114,1.072931276297335,0,1,0,0,2,1,1,0
Male,0,No,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.8,973.45,1,13-24,0,0.08189234953050438,69.53214285714286,1.1476706559145307,1,4,0,0,0,0,0,0
Male,0,No,No,36,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.9,3067.2,1,25-48,0,0.02767094713512809,82.89729729729729,1.0241588419405323,1,4,0,1,0,0,0,0
Male,0,Yes,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.9,1110.05,0,49-72,0,0.01791098510418073,20.55648148148148,0.968064501599027,0,1,0,0,2,1,1,0
Male,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,114.5,8331.95,0,49-72,0,0.013740632069075177,114.13630136986302,1.003186528963808,1,9,1,1,2,0,1,0
Female,0,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),21.1,490.65,0,13-24,0,0.04291670904098444,19.625999999999998,1.0751044532762664,0,1,0,0,2,1,1,0
Male,0,No,No,50,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),69.5,3418.2,0,49-72,0,0.020326392138511933,67.0235294117647,1.0369492715464281,0,6,1,1,2,1,0,0
Female,0,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.9,689.35,0,25-48,0,0.03027449844281886,21.5421875,0.9701893087691302,0,1,0,0,2,1,0,0
Female,0,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),115.15,8078.1,0,49-72,0,0.014252825190924731,112.19583333333334,1.0263304489917184,1,9,1,1,2,1,1,0
Female,0,Yes,Yes,17,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.2,1743.5,1,13-24,0,0.05973058182860418,96.86111111111111,1.0757671350731288,1,7,1,1,0,0,1,0
Female,1,Yes,No,60,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),49.45,2907.55,0,49-72,0,0.017001598734764745,47.66475409836066,1.0374542140289935,0,4,0,1,2,1,1,0
Female,0,Yes,Yes,17,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,Yes,Mailed check,61.95,1070.7,0,13-24,0,0.05780535597648596,59.483333333333334,1.041468198374895,0,5,1,0,1,0,1,0
Male,0,No,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.45,145.15,0,0-12,1,0.5436195689360246,48.38333333333333,1.6420943851188428,1,4,0,0,0,0,0,0
Female,0,Yes,Yes,27,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,74.4,1972.35,0,25-48,0,0.03770238427040313,70.44107142857142,1.056201992546962,1,3,1,0,0,0,1,0
Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.45,55.45,0,0-12,1,0.9822852081488043,27.725,2.0,0,3,0,1,0,0,0,0
Female,0,No,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.8,1563.95,0,49-72,0,0.016486149717243364,24.824603174603176,1.0392915374532434,0,2,0,0,2,1,0,0
Male,0,Yes,Yes,64,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),90.25,5629.15,0,49-72,0,0.016029768301022176,86.60230769230769,1.0421200358846363,1,5,0,1,1,1,1,0
Female,0,No,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.05,1386.9,0,49-72,0,0.014446285755457885,20.1,0.9975124378109452,0,1,0,0,2,1,0,0
Female,0,Yes,Yes,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.65,716.4,0,25-48,0,0.02878449958182325,20.468571428571426,1.0088637632607482,0,1,0,0,0,0,1,0
Female,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.25,129.15,0,0-12,0,0.15558970418747597,16.14375,1.254355400696864,0,1,0,0,1,0,0,0
Female,0,Yes,No,53,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,91.15,4862.5,0,49-72,0,0.01874164696206436,90.04629629629629,1.0122570694087405,1,5,1,1,1,0,1,0
Male,0,No,Yes,12,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,69.85,837.5,0,0-12,0,0.0833035181872391,64.42307692307692,1.0842388059701493,0,5,1,1,0,0,1,0
Male,0,No,No,9,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,86.25,770.5,0,0-12,0,0.1117952041477641,77.05,1.119402985074627,1,4,1,1,0,0,0,0
Male,1,No,No,19,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.6,1660.0,1,13-24,0,0.05454545454545454,83.0,1.091566265060241,1,5,1,1,0,0,0,1
Male,1,No,No,52,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),48.8,2555.05,0,49-72,0,0.019091958295025524,48.20849056603774,1.012269818594548,0,4,1,1,0,1,0,1
Male,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.05,1148.1,1,0-12,0,0.08358715516491168,88.3153846153846,1.087579479139448,1,5,0,1,0,0,0,0
Male,0,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.1,1007.8,0,49-72,0,0.01893338620142744,19.38076923076923,0.9855129986108356,0,1,0,0,1,0,0,0
Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),100.65,7334.05,0,49-72,0,0.013721787854206857,100.46643835616439,1.0018270941703424,1,7,1,1,2,1,1,0
Male,0,No,Yes,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,75.35,75.35,1,0-12,1,0.9869024230517355,37.675,2.0,1,3,0,0,0,0,1,0
Female,1,Yes,No,48,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,117.45,5438.9,1,25-48,0,0.021590470413059067,110.99795918367346,1.0581275625586057,1,9,1,1,0,0,1,0
Male,0,No,Yes,1,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,31.35,31.35,1,0-12,1,0.9690880989180835,15.675,2.0,0,2,0,0,0,0,1,0
Male,0,No,No,7,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.8,673.25,1,0-12,0,0.14801631442343344,84.15625,1.1858893427404382,1,6,0,1,0,0,0,0
Female,0,Yes,Yes,17,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,94.4,1607.2,1,13-24,0,0.0586991667703022,89.28888888888889,1.0572424091587855,1,6,1,1,0,0,1,0
Male,0,No,No,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),114.3,7383.7,0,49-72,0,0.015477947648516528,110.20447761194029,1.0371629399894362,1,9,1,1,1,1,0,0
Female,0,No,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),91.35,6697.2,0,49-72,0,0.013637992296437848,91.74246575342465,0.9957220928149078,1,9,1,1,2,1,0,0
Female,0,No,No,26,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,80.7,2193.0,0,25-48,0,0.036782133090246125,81.22222222222223,0.9935704514363884,1,4,0,0,0,0,0,0
Female,0,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,75.8,75.8,1,0-12,1,0.9869791666666666,37.9,2.0,1,3,0,0,0,0,0,0
Female,0,No,No,46,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),95.65,4664.2,0,25-48,0,0.020502872331304125,99.23829787234042,0.9638416019896231,1,6,1,1,1,1,0,0
Male,0,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.65,659.45,0,0-12,0,0.1296843061548944,73.27222222222223,1.1689286526650997,1,4,0,1,0,1,1,0
Female,0,No,No,8,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,60.0,487.75,0,0-12,0,0.12276214833759591,54.19444444444444,1.1071245515120451,0,4,1,1,0,0,0,0
Male,1,Yes,No,58,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.9,5780.7,0,49-72,0,0.017105695556670186,97.97796610169492,1.009410625010812,1,6,0,1,0,0,1,0
Female,1,No,No,67,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),92.45,6140.85,0,49-72,0,0.015052467904621572,90.30661764705883,1.0237344992957,1,6,1,1,2,1,0,1
Female,0,No,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.6,1678.05,0,49-72,0,0.014651142014829815,23.972142857142856,1.02619111468669,0,2,0,0,2,1,0,0
Male,0,Yes,No,12,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.05,999.8,0,0-12,0,0.08498201438848921,76.9076923076923,1.105871174234847,1,4,0,1,0,1,1,0
Female,0,No,No,68,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,54.45,3687.75,0,49-72,0,0.0147610979329041,53.44565217391305,1.0187919463087247,0,4,1,0,0,0,0,0
Male,0,No,No,38,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),95.1,3691.2,0,25-48,0,0.02575700124586967,94.64615384615384,1.004795188556567,1,6,0,1,0,1,0,0
Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.9,57.4,0,0-12,1,0.3407534246575342,19.133333333333333,1.0400696864111498,0,1,0,0,0,0,0,0
Female,0,No,No,6,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),45.0,298.7,0,0-12,1,0.15015015015015015,42.67142857142857,1.0545698024774022,0,3,0,1,0,1,0,0
Male,0,No,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.65,1008.7,0,49-72,0,0.019461226106764384,18.34,1.0714285714285714,0,1,0,0,2,1,0,0
Female,0,No,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.75,148.05,0,0-12,1,0.3002348205300235,37.0125,1.2090509962850386,0,2,0,0,0,0,0,0
Female,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,24.55,1750.7,0,49-72,0,0.014014956899012387,23.982191780821918,1.023676243788199,0,2,0,0,2,0,1,0
Female,0,No,No,38,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),84.1,3187.65,0,25-48,0,0.026374798112053687,81.73461538461538,1.0289398145969602,1,8,1,1,1,1,0,0
Female,0,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.4,478.75,0,13-24,0,0.042522146951537255,19.947916666666668,1.02266318537859,0,1,0,0,2,1,1,0
Female,0,Yes,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.7,263.65,0,13-24,0,0.07443793689778953,17.576666666666664,1.1208040963398447,0,1,0,0,2,0,1,0
Female,0,No,No,39,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.45,3994.45,1,25-48,0,0.025891952095508642,99.86125,1.0359373630912891,1,7,0,1,0,0,0,0
Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,19.85,0,0-12,1,0.9520383693045563,9.925,2.0,0,1,0,0,0,0,1,0
Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),66.85,4758.8,0,49-72,0,0.014044707760830286,65.18904109589042,1.0254791123812723,0,6,1,0,2,1,1,0
Female,0,Yes,Yes,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.1,611.45,0,13-24,0,0.04098293738264348,25.477083333333336,0.9851991168533812,0,2,0,0,2,0,1,0
Female,1,No,No,25,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,102.8,2660.2,1,25-48,0,0.038629189839170304,102.3153846153846,1.004736485978498,1,7,1,1,0,0,0,1
Female,0,No,No,12,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,75.85,854.45,0,0-12,0,0.08866678356420596,65.72692307692309,1.1540172040493883,1,6,1,1,1,0,0,0
Male,0,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.2,239.0,0,0-12,0,0.08,18.384615384615383,1.0443514644351466,0,1,0,0,0,0,1,0
Male,0,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.25,855.3,1,0-12,0,0.09955623029312158,77.75454545454545,1.096398924354028,1,4,0,1,0,0,1,0
Male,0,Yes,Yes,32,No,No phone service,DSL,No,No,Yes,Yes,No,No,One year,Yes,Mailed check,36.25,1151.05,0,25-48,0,0.031465648192352765,34.880303030303025,1.0392684939837542,0,3,1,0,1,0,1,0
Female,0,Yes,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,406.05,0,13-24,0,0.04925684805306473,19.335714285714285,1.036941263391208,0,1,0,0,0,0,1,0
Female,0,No,No,49,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),100.65,4917.75,0,49-72,0,0.02046251588310038,98.355,1.0233338416958975,1,6,1,1,2,1,0,0
Male,0,No,No,52,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Electronic check,91.25,4738.3,0,49-72,0,0.019253898255016562,89.40188679245283,1.020671970960049,1,5,1,1,1,0,0,0
Female,0,No,No,66,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),88.9,6000.1,0,49-72,0,0.014813950775691124,89.55373134328359,0.992700121664639,1,5,0,1,1,1,0,0
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.85,69.85,1,0-12,1,0.9858856739590685,34.925,2.0,0,2,0,0,0,0,0,0
Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.4,281.0,1,0-12,1,0.249645390070922,56.2,1.2526690391459074,1,2,0,0,0,0,0,0
Male,0,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,95.65,167.3,1,0-12,1,0.5683303624480095,55.76666666666667,1.7151823072325163,1,5,0,1,0,0,0,0
Female,0,Yes,No,1,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,29.85,29.85,0,0-12,1,0.9675850891410048,14.925,2.0,0,2,0,0,0,0,1,0
Male,0,No,No,38,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,69.95,2657.55,0,25-48,0,0.026311335126290646,68.1423076923077,1.02652819326071,0,7,1,0,0,0,0,0
Female,0,Yes,Yes,48,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,One year,No,Credit card (automatic),45.0,2196.3,0,25-48,0,0.02047967960679015,44.82244897959184,1.0039612074853161,0,4,1,1,1,1,1,0
Male,1,No,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,88.8,88.8,1,0-12,1,0.9888641425389755,44.4,2.0,1,5,0,1,0,0,0,1
Male,1,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.8,546.95,1,0-12,0,0.1547586458618487,68.36875,1.2403327543651155,1,4,0,1,0,0,0,1
Male,0,No,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.2,83.75,0,0-12,1,0.2383480825958702,13.958333333333334,1.4471641791044776,0,1,0,0,0,0,1,0
Female,0,No,No,11,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,51.1,531.15,0,0-12,0,0.09602555670393687,44.262499999999996,1.1544761366845526,0,3,0,0,0,0,0,0
Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.55,33.6,0,0-12,1,0.5939306358381503,11.200000000000001,1.8348214285714284,0,1,0,0,0,0,0,0
Male,0,Yes,Yes,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,25.15,412.6,0,13-24,0,0.06080754352030947,22.922222222222224,1.0971885603490061,0,2,0,0,2,0,1,0
Female,0,Yes,No,31,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,49.2,1498.55,0,25-48,0,0.032809842952885866,46.8296875,1.0506155950752394,0,3,1,0,0,0,1,0
Female,0,Yes,No,20,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,82.4,1592.35,1,13-24,0,0.05171494022029059,75.82619047619048,1.0866957641222095,1,4,1,0,0,0,1,0
Male,0,No,No,20,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),59.2,1191.2,0,13-24,0,0.049656097970139236,56.72380952380953,1.043653458697112,0,5,1,0,0,1,0,0
Male,0,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,311.6,0,13-24,0,0.06317978246960972,19.475,1.0141206675224645,0,1,0,0,0,0,0,0
Male,0,Yes,No,66,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),106.05,6981.35,1,49-72,0,0.015188296204000085,104.19925373134329,1.0177616077119753,1,7,1,1,2,1,1,0
Female,0,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.1,232.4,0,0-12,0,0.08611825192802057,17.876923076923077,1.124354561101549,0,1,0,0,0,1,1,0
Female,0,Yes,No,71,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),104.1,7412.25,0,49-72,0,0.014042424038039996,102.94791666666667,1.0111909339269451,1,7,1,1,1,1,1,0
Male,0,No,No,26,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.45,1233.15,0,25-48,0,0.036826965927966616,45.672222222222224,0.995134411872035,0,2,0,0,0,0,0,0
Male,1,Yes,Yes,38,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,101.15,3741.85,0,25-48,0,0.027024860734467054,95.94487179487179,1.0542512393602097,1,6,0,1,0,0,1,0
Male,1,Yes,No,29,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.5,3004.15,1,25-48,0,0.032777066036637104,100.13833333333334,0.9836392989697584,1,6,0,1,0,0,1,0
Female,0,Yes,Yes,15,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),76.5,1155.6,0,13-24,0,0.06614214075739236,72.225,1.059190031152648,1,7,1,1,0,1,1,0
Male,1,Yes,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),63.1,4685.55,0,49-72,0,0.01346406204990878,64.18561643835616,0.9830862972329822,0,7,1,1,2,1,1,0
Male,0,Yes,Yes,31,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),35.4,1077.5,1,25-48,0,0.03282336578581363,33.671875,1.051322505800464,0,3,1,0,0,1,1,0
Male,0,Yes,Yes,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.5,630.6,0,25-48,0,0.04037365421152628,24.253846153846155,1.0513796384395813,0,2,0,0,2,1,1,0
Male,0,No,No,8,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,59.25,436.6,0,0-12,0,0.13539762340036562,48.51111111111111,1.2213696747595053,0,4,0,1,0,0,0,0
Male,0,Yes,Yes,29,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),55.35,1636.95,0,25-48,0,0.03379224030037547,54.565000000000005,1.0143865115000457,0,6,1,1,1,1,1,0
Male,0,No,No,1,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,75.5,75.5,0,0-12,1,0.9869281045751634,37.75,2.0,1,6,1,1,0,0,0,0
Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),112.1,7965.95,0,49-72,0,0.014070629287242922,109.12260273972602,1.0272848812759308,1,9,1,1,2,1,1,0
Female,0,Yes,Yes,22,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,61.15,1422.05,1,13-24,0,0.04297108323670988,61.82826086956521,0.9890299215920678,0,5,1,0,0,0,1,0
Male,0,No,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),24.8,321.7,0,13-24,0,0.07685156492097925,21.446666666666665,1.1563568542119989,0,2,0,0,1,1,0,0
Male,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.25,131.05,1,0-12,1,0.5547141234380916,43.68333333333334,1.676840900419687,1,3,0,0,0,1,0,0
Male,0,Yes,Yes,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.4,745.3,0,25-48,0,0.02733485193621868,18.178048780487803,1.1222326579900712,0,1,0,0,0,1,1,0
Female,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.7,85.7,1,0-12,1,0.9884659746251442,42.85,2.0,1,4,0,1,0,0,0,1
Male,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.45,255.35,0,0-12,0,0.07977374683050516,19.642307692307693,1.0411200313295477,0,1,0,0,0,0,0,0
Male,0,No,No,27,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,81.7,2212.55,0,25-48,0,0.036909037518917574,79.01964285714287,1.0339201373980247,1,7,1,1,1,0,0,0
Female,1,Yes,No,29,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,45.0,1228.65,0,25-48,0,0.03659577928678892,40.955000000000005,1.0987669393236477,0,4,1,1,0,0,1,0
Male,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.55,93.55,1,0-12,1,0.9894235854045479,46.775,2.0,1,5,0,1,0,0,0,1
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.3,20.3,0,0-12,1,0.9530516431924883,10.15,2.0,0,1,0,0,0,0,0,0
Male,1,No,No,10,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.25,793.55,1,0-12,0,0.09974199232269838,72.14090909090909,1.0985445151534246,1,3,0,1,0,0,0,1
Female,0,Yes,No,19,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.8,1743.05,0,13-24,0,0.055502995900346894,87.1525,1.1106967671610108,1,5,0,1,0,0,1,0
